State Code,Claim Amount,Coverage,Education,EmploymentStatus,Location Code,Monthly Premium Auto,Number of Policies,Policy,Claim Reason,Vehicle Class
IA,977.4605777,Extended,High School or Below,Employed,Urban,122,3,Personal,Hail,SUV
KS,1359.619972,Basic,High School or Below,Employed,Suburban,70,2,Personal,Hail,Four-Door Car
MO,2320.839416,Premium,High School or Below,Employed,Urban,116,2,Personal,Hail,Two-Door Car
IA,732.5892726,Extended,Bachelor,Employed,Suburban,93,3,Personal,Collision,Four-Door Car
MO,417.0340729,Basic,Bachelor,Employed,Rural,104,1,Personal,Hail,SUV
MO,784.0165778,Extended,College,Employed,Suburban,210,1,Special,Hail,SUV
KS,1778.62778,Basic,College,Employed,Urban,64,2,Personal,Scratch/Dent,Four-Door Car
IA,1937.89078,Basic,High School or Below,Medical Leave,Suburban,73,2,Personal,Hail,Four-Door Car
KS,263.81400519999994,Basic,Bachelor,Employed,Suburban,65,1,Personal,Hail,Two-Door Car
NE,914.8877887,Basic,Bachelor,Employed,Rural,114,6,Personal,Hail,SUV
NE,1377.097618,Premium,High School or Below,Employed,Suburban,116,2,Personal,Collision,Four-Door Car
KS,1051.596779,Extended,High School or Below,Employed,Suburban,135,3,Corporate,Hail,SUV
NE,582.1684337,Premium,High School or Below,Employed,Urban,143,1,Personal,Other,Sports Car
NE,309.5803437,Extended,College,Employed,Suburban,78,1,Personal,Hail,Four-Door Car
MO,1059.854249,Extended,Bachelor,Employed,Suburban,133,5,Corporate,Scratch/Dent,SUV
MO,769.5122957000002,Basic,Bachelor,Employed,Suburban,101,3,Personal,Collision,SUV
KS,681.923119,Extended,Doctor,Employed,Rural,85,7,Personal,Hail,Two-Door Car
IA,868.9822524,Extended,Master,Unemployed,Suburban,99,2,Personal,Collision,Four-Door Car
OK,813.1779152,Basic,High School or Below,Employed,Rural,102,4,Personal,Scratch/Dent,SUV
IA,381.5321577,Premium,High School or Below,Medical Leave,Suburban,103,1,Corporate,Scratch/Dent,Two-Door Car
MO,1163.889947,Basic,College,Medical Leave,Suburban,102,2,Personal,Collision,Sports Car
OK,2280.053543,Extended,Bachelor,Employed,Urban,96,2,Personal,Collision,Four-Door Car
MO,446.2997006,Basic,Bachelor,Unemployed,Suburban,73,5,Special,Collision,Two-Door Car
IA,1315.1832029999996,Basic,College,Employed,Rural,108,2,Personal,Hail,SUV
NE,1401.997546,Basic,High School or Below,Employed,Urban,71,2,Personal,Hail,Four-Door Car
OK,293.1155192,Basic,College,Employed,Urban,73,1,Personal,Collision,Two-Door Car
MO,477.4751709,Basic,Bachelor,Unemployed,Suburban,64,7,Personal,Hail,Four-Door Car
NE,847.1417471000002,Basic,Master,Employed,Urban,70,2,Personal,Collision,Four-Door Car
NE,543.1219117,Basic,College,Employed,Rural,68,5,Corporate,Hail,Four-Door Car
OK,568.9644114,Basic,College,Employed,Suburban,70,4,Corporate,Hail,Two-Door Car
MO,368.6723847,Extended,Master,Unemployed,Rural,96,1,Personal,Collision,Two-Door Car
MO,399.2583886000001,Basic,Bachelor,Unemployed,Suburban,111,1,Personal,Collision,SUV
KS,347.9137523,Premium,High School or Below,Unemployed,Suburban,104,1,Personal,Scratch/Dent,Two-Door Car
NE,250.2637401,Basic,Master,Unemployed,Rural,66,1,Personal,Other,Two-Door Car
OK,326.5156348000001,Extended,Bachelor,Employed,Suburban,82,1,Personal,Collision,Four-Door Car
MO,445.5843406,Extended,High School or Below,Unemployed,Suburban,121,1,Personal,Other,SUV
MO,770.495848,Basic,High School or Below,Employed,Suburban,101,3,Personal,Collision,SUV
NE,275.0705045,Basic,College,Employed,Suburban,70,1,Personal,Other,Four-Door Car
IA,1302.413012,Extended,Master,Unemployed,Suburban,125,2,Personal,Collision,SUV
MO,258.59556519999995,Basic,College,Employed,Rural,64,1,Corporate,Hail,Two-Door Car
OK,509.6673223,Basic,Master,Medical Leave,Suburban,65,3,Personal,Collision,Four-Door Car
MO,1008.348688,Extended,High School or Below,Retired,Suburban,90,2,Personal,Collision,Four-Door Car
MO,494.3386117,Basic,College,Employed,Rural,62,6,Corporate,Collision,Four-Door Car
OK,651.6214888,Premium,Bachelor,Unemployed,Suburban,175,1,Personal,Collision,SUV
NE,883.8085637,Basic,Bachelor,Employed,Rural,114,9,Corporate,Hail,SUV
IA,381.02382810000006,Premium,High School or Below,Unemployed,Suburban,108,1,Personal,Hail,Four-Door Car
NE,633.4466403,Basic,Bachelor,Unemployed,Suburban,63,2,Personal,Collision,Four-Door Car
KS,1166.509779,Basic,College,Employed,Rural,72,2,Corporate,Collision,Four-Door Car
MO,1097.206778,Extended,Doctor,Employed,Suburban,137,5,Corporate,Hail,Sports Car
MO,600.6963446000002,Extended,College,Unemployed,Suburban,80,8,Personal,Hail,Four-Door Car
KS,265.6713092,Basic,High School or Below,Employed,Rural,67,1,Personal,Other,Two-Door Car
NE,235.9423599,Basic,Bachelor,Medical Leave,Suburban,63,1,Personal,Collision,Four-Door Car
MO,846.7387317,Basic,Bachelor,Medical Leave,Suburban,113,5,Personal,Scratch/Dent,Sports Car
MO,939.2557553,Extended,College,Unemployed,Suburban,88,2,Personal,Scratch/Dent,Four-Door Car
MO,522.7230377000002,Basic,Bachelor,Medical Leave,Suburban,69,5,Personal,Collision,Two-Door Car
IA,269.375925,Basic,Bachelor,Unemployed,Suburban,73,1,Personal,Hail,Two-Door Car
MO,222.7072755,Basic,High School or Below,Retired,Suburban,61,1,Personal,Scratch/Dent,Four-Door Car
MO,232.6864833,Basic,Doctor,Unemployed,Suburban,62,1,Personal,Scratch/Dent,Four-Door Car
IA,1679.431422,Basic,High School or Below,Employed,Urban,106,2,Personal,Hail,SUV
NE,501.6827946,Basic,High School or Below,Employed,Rural,63,8,Personal,Scratch/Dent,Four-Door Car
IA,775.7924239,Basic,Bachelor,Employed,Rural,101,3,Personal,Collision,SUV
MO,860.9158215,Basic,Bachelor,Employed,Urban,107,3,Personal,Hail,SUV
IA,527.5056933000002,Extended,High School or Below,Employed,Urban,132,1,Personal,Collision,Sports Car
NE,574.6326190000002,Extended,High School or Below,Medical Leave,Suburban,76,8,Personal,Other,Four-Door Car
KS,270.5987629,Extended,College,Unemployed,Suburban,83,1,Personal,Collision,Four-Door Car
KS,618.6265217,Extended,Bachelor,Employed,Suburban,83,9,Personal,Collision,Two-Door Car
OK,2244.528088,Basic,Bachelor,Unemployed,Suburban,71,2,Personal,Collision,Four-Door Car
IA,627.7844623999998,Extended,College,Employed,Suburban,82,9,Personal,Hail,Two-Door Car
MO,721.5821106000002,Premium,High School or Below,Unemployed,Suburban,103,9,Personal,Collision,Four-Door Car
IA,651.4430592,Extended,High School or Below,Employed,Rural,84,8,Personal,Hail,Four-Door Car
KS,3470.887261,Basic,College,Unemployed,Suburban,109,2,Personal,Collision,Sports Car
NE,421.619522,Basic,Bachelor,Unemployed,Suburban,114,1,Corporate,Collision,SUV
IA,1315.8372060000004,Basic,Bachelor,Employed,Urban,108,2,Personal,Collision,SUV
IA,291.7539465,Basic,High School or Below,Employed,Suburban,74,1,Corporate,Collision,Four-Door Car
NE,635.5678846,Basic,Bachelor,Unemployed,Suburban,61,2,Special,Collision,Two-Door Car
IA,1326.959942,Basic,Bachelor,Medical Leave,Suburban,114,2,Personal,Collision,SUV
IA,588.0256499,Extended,High School or Below,Unemployed,Suburban,82,8,Personal,Hail,Four-Door Car
KS,592.6729379,Extended,College,Retired,Suburban,96,5,Corporate,Collision,Four-Door Car
IA,412.1252137,Basic,Bachelor,Unemployed,Suburban,67,3,Personal,Collision,Two-Door Car
NE,795.6152761,Basic,Bachelor,Medical Leave,Suburban,74,2,Personal,Collision,Four-Door Car
KS,2412.750402,Basic,Bachelor,Medical Leave,Suburban,71,2,Personal,Collision,Four-Door Car
MO,2686.420332,Basic,High School or Below,Employed,Urban,74,2,Personal,Scratch/Dent,Four-Door Car
MO,3193.462164,Basic,Bachelor,Employed,Suburban,199,2,Personal,Hail,SUV
IA,513.2684537,Basic,Bachelor,Unemployed,Suburban,73,3,Personal,Collision,Four-Door Car
NE,475.9624343,Basic,High School or Below,Employed,Suburban,61,3,Corporate,Scratch/Dent,Four-Door Car
IA,263.7942355,Basic,College,Employed,Suburban,66,1,Personal,Hail,Four-Door Car
IA,1278.666898,Basic,College,Unemployed,Suburban,180,4,Special,Scratch/Dent,SUV
IA,314.7973444,Extended,Bachelor,Employed,Urban,83,1,Personal,Scratch/Dent,Four-Door Car
MO,561.8485357000002,Basic,College,Medical Leave,Urban,74,3,Personal,Collision,Two-Door Car
NE,323.0576665,Extended,College,Employed,Urban,81,1,Special,Hail,Four-Door Car
MO,743.4675149,Extended,Master,Employed,Suburban,94,3,Personal,Hail,Four-Door Car
IA,1171.478278,Basic,College,Medical Leave,Suburban,100,2,Personal,Collision,SUV
IA,200.9772923,Basic,Bachelor,Unemployed,Suburban,65,1,Personal,Hail,Two-Door Car
OK,662.5472768,Extended,High School or Below,Unemployed,Suburban,88,3,Personal,Hail,Four-Door Car
MO,956.7711298,Basic,Bachelor,Employed,Rural,119,7,Personal,Collision,SUV
IA,1847.471111,Basic,High School or Below,Medical Leave,Suburban,67,2,Personal,Collision,Two-Door Car
IA,295.6358303,Basic,High School or Below,Employed,Rural,74,1,Corporate,Other,Four-Door Car
OK,396.3394851000001,Extended,High School or Below,Employed,Rural,99,1,Personal,Hail,Two-Door Car
MO,1089.604838,Extended,Master,Employed,Suburban,137,7,Personal,Hail,Sports Car
MO,608.1048248,Extended,College,Unemployed,Suburban,82,3,Personal,Hail,Four-Door Car
NE,3014.161738,Basic,Bachelor,Unemployed,Suburban,103,2,Personal,Scratch/Dent,SUV
IA,573.7233278,Basic,Bachelor,Employed,Suburban,73,8,Personal,Collision,Four-Door Car
MO,1697.979757,Basic,Bachelor,Employed,Suburban,73,2,Special,Hail,Two-Door Car
IA,1091.535877,Premium,High School or Below,Unemployed,Suburban,155,8,Corporate,Collision,Sports Car
IA,380.8122147,Extended,College,Employed,Suburban,94,1,Special,Hail,Two-Door Car
KS,540.8911507,Basic,Doctor,Employed,Rural,67,7,Personal,Hail,Four-Door Car
IA,1341.939623,Extended,Master,Unemployed,Suburban,122,2,Personal,Collision,SUV
MO,323.7996209,Extended,Master,Employed,Urban,83,1,Corporate,Scratch/Dent,Four-Door Car
NE,1035.762776,Basic,College,Employed,Rural,65,2,Personal,Collision,Four-Door Car
NE,1161.991802,Basic,High School or Below,Employed,Rural,72,2,Personal,Other,Two-Door Car
IA,820.9054963,Premium,Bachelor,Employed,Suburban,102,3,Corporate,Collision,Four-Door Car
MO,309.6511217,Extended,College,Employed,Suburban,79,1,Personal,Collision,Four-Door Car
NE,480.435851,Extended,High School or Below,Employed,Suburban,125,1,Personal,Collision,Sports Car
IA,478.6054889,Basic,Bachelor,Unemployed,Suburban,68,9,Corporate,Collision,Four-Door Car
MO,1588.603136,Basic,Doctor,Employed,Suburban,197,6,Personal,Other,SUV
NE,528.5079293,Basic,College,Employed,Suburban,66,8,Special,Collision,Four-Door Car
NE,294.5370362,Extended,High School or Below,Employed,Suburban,76,1,Personal,Other,Two-Door Car
IA,1808.979629,Extended,Master,Employed,Suburban,223,6,Personal,Other,Sports Car
MO,1020.892761,Extended,College,Employed,Suburban,129,3,Personal,Collision,SUV
KS,2070.825881,Basic,High School or Below,Employed,Rural,65,2,Corporate,Other,Four-Door Car
IA,524.7852584999998,Extended,Bachelor,Unemployed,Suburban,77,3,Personal,Collision,Two-Door Car
MO,517.9552480000001,Premium,College,Unemployed,Suburban,165,1,Personal,Collision,SUV
MO,451.3435299,Basic,Bachelor,Employed,Urban,113,1,Personal,Collision,SUV
OK,529.7625945,Basic,Master,Medical Leave,Rural,69,5,Personal,Scratch/Dent,Four-Door Car
MO,537.7014781,Basic,High School or Below,Employed,Suburban,68,9,Personal,Scratch/Dent,Four-Door Car
IA,766.1388132000002,Extended,Bachelor,Employed,Urban,97,7,Personal,Hail,Two-Door Car
MO,267.7279707,Basic,Bachelor,Unemployed,Suburban,72,1,Personal,Collision,Four-Door Car
IA,687.7817669,Extended,College,Unemployed,Suburban,96,6,Personal,Collision,Four-Door Car
MO,571.4232847999998,Basic,Doctor,Employed,Suburban,71,6,Personal,Collision,Four-Door Car
NE,492.9549699,Basic,Bachelor,Employed,Suburban,63,7,Corporate,Hail,Two-Door Car
MO,949.0406534,Extended,College,Unemployed,Suburban,137,4,Corporate,Collision,SUV
IA,2127.434205,Extended,Doctor,Medical Leave,Suburban,79,2,Personal,Hail,Four-Door Car
OK,583.8899150000002,Basic,High School or Below,Employed,Urban,73,4,Personal,Hail,Four-Door Car
IA,267.7495763,Basic,High School or Below,Employed,Urban,66,1,Personal,Hail,Two-Door Car
IA,237.4798861,Basic,High School or Below,Employed,Suburban,61,1,Personal,Hail,Two-Door Car
NE,2210.35072,Basic,College,Unemployed,Suburban,102,2,Personal,Collision,SUV
IA,242.77705130000004,Basic,College,Employed,Suburban,62,1,Corporate,Other,Four-Door Car
MO,729.440195,Extended,High School or Below,Employed,Suburban,90,3,Personal,Other,Four-Door Car
KS,1136.0464960000004,Premium,High School or Below,Unemployed,Suburban,104,2,Corporate,Hail,Two-Door Car
MO,281.1956395,Basic,Master,Employed,Suburban,71,1,Personal,Collision,Two-Door Car
KS,438.6277558000001,Basic,College,Retired,Suburban,67,5,Personal,Collision,Four-Door Car
NE,644.6918637,Extended,Bachelor,Employed,Suburban,80,9,Personal,Collision,Four-Door Car
IA,842.7172486,Extended,Bachelor,Employed,Suburban,215,1,Corporate,Collision,SUV
IA,529.0127299,Basic,High School or Below,Employed,Suburban,66,9,Personal,Collision,Four-Door Car
MO,559.2455266,Basic,College,Employed,Suburban,70,5,Personal,Scratch/Dent,Two-Door Car
NE,1889.2197670000005,Extended,Bachelor,Unemployed,Suburban,92,2,Personal,Collision,Two-Door Car
IA,1362.362257,Extended,College,Employed,Urban,126,2,Personal,Collision,SUV
IA,2546.482059,Extended,College,Retired,Suburban,97,2,Personal,Collision,Four-Door Car
MO,217.5624856,Basic,High School or Below,Unemployed,Suburban,63,1,Personal,Hail,Four-Door Car
NE,669.9222525,Extended,Bachelor,Unemployed,Suburban,99,4,Corporate,Collision,Four-Door Car
MO,904.3678095,Basic,Bachelor,Employed,Suburban,113,5,Personal,Collision,Sports Car
IA,436.9041685,Premium,High School or Below,Employed,Rural,116,1,Personal,Scratch/Dent,Two-Door Car
MO,5133.790677,Premium,College,Employed,Rural,164,2,Personal,Collision,SUV
IA,2869.989392,Extended,College,Employed,Rural,91,2,Personal,Scratch/Dent,Four-Door Car
NE,427.00343939999993,Extended,College,Unemployed,Suburban,122,1,Personal,Hail,SUV
KS,534.5994644,Basic,Bachelor,Unemployed,Suburban,72,8,Personal,Collision,Four-Door Car
IA,477.4747415,Basic,Bachelor,Unemployed,Suburban,70,9,Personal,Collision,Four-Door Car
IA,1472.750526,Basic,Doctor,Employed,Urban,73,2,Personal,Collision,Two-Door Car
MO,475.547946,Basic,High School or Below,Unemployed,Suburban,66,3,Personal,Hail,Four-Door Car
KS,343.6134281,Extended,Doctor,Employed,Rural,88,1,Corporate,Hail,Four-Door Car
MO,835.5774443,Basic,College,Employed,Rural,70,2,Personal,Hail,Two-Door Car
MO,341.2566597,Extended,Bachelor,Employed,Urban,87,1,Corporate,Scratch/Dent,Four-Door Car
IA,618.5337641,Extended,Master,Employed,Rural,80,4,Corporate,Other,Four-Door Car
MO,845.6722497999998,Basic,College,Employed,Rural,70,2,Special,Collision,Four-Door Car
KS,302.1938522,Extended,Bachelor,Unemployed,Suburban,84,1,Personal,Collision,Two-Door Car
IA,696.6142868,Extended,Master,Unemployed,Urban,93,8,Personal,Hail,Four-Door Car
IA,1008.348688,Extended,High School or Below,Retired,Suburban,90,2,Corporate,Collision,Four-Door Car
NE,253.9990699,Basic,College,Employed,Suburban,63,1,Personal,Hail,Four-Door Car
IA,845.6455312999999,Basic,College,Employed,Urban,105,9,Personal,Collision,SUV
MO,2657.631541,Premium,Bachelor,Employed,Rural,110,2,Personal,Collision,Two-Door Car
IA,1096.395723,Premium,High School or Below,Employed,Suburban,276,1,Corporate,Collision,SUV
IA,967.198323,Extended,Bachelor,Medical Leave,Suburban,87,2,Personal,Collision,Two-Door Car
NE,189.8683686,Basic,College,Unemployed,Suburban,70,1,Personal,Scratch/Dent,Two-Door Car
NE,859.5146838,Basic,College,Employed,Suburban,73,2,Special,Hail,Two-Door Car
IA,553.2753182,Basic,Bachelor,Employed,Urban,69,6,Personal,Hail,Two-Door Car
NE,937.1773682,Basic,Bachelor,Employed,Urban,117,5,Corporate,Collision,SUV
IA,397.5321516,Premium,Doctor,Employed,Urban,101,1,Personal,Hail,Four-Door Car
NE,445.6016549,Premium,Master,Employed,Rural,114,1,Corporate,Collision,Two-Door Car
NE,349.5891476000001,Extended,College,Medical Leave,Suburban,97,1,Personal,Collision,Four-Door Car
OK,851.2132210000002,Premium,College,Employed,Suburban,106,6,Personal,Hail,Four-Door Car
MO,465.0063763,Basic,College,Retired,Suburban,65,3,Corporate,Collision,Two-Door Car
NE,1352.312989,Extended,College,Medical Leave,Rural,121,2,Corporate,Collision,SUV
MO,442.2409799,Basic,Bachelor,Unemployed,Suburban,62,3,Personal,Collision,Two-Door Car
MO,732.098824,Basic,College,Employed,Suburban,61,2,Personal,Other,Four-Door Car
KS,703.1463693,Extended,Master,Retired,Suburban,93,9,Corporate,Scratch/Dent,Four-Door Car
KS,512.3484988,Basic,Bachelor,Employed,Urban,64,5,Personal,Collision,Two-Door Car
OK,905.0756606,Basic,Bachelor,Employed,Suburban,113,4,Personal,Collision,SUV
NE,1096.395723,Premium,High School or Below,Employed,Suburban,276,1,Personal,Collision,SUV
MO,603.9020697000002,Extended,High School or Below,Unemployed,Suburban,89,3,Personal,Hail,Four-Door Car
MO,210.8493744,Basic,Bachelor,Unemployed,Suburban,61,1,Personal,Collision,Two-Door Car
MO,987.5092794,Extended,College,Employed,Rural,87,2,Personal,Other,Two-Door Car
MO,692.8601611,Basic,Bachelor,Employed,Rural,180,1,Personal,Other,SUV
IA,1431.844839,Basic,Bachelor,Employed,Suburban,186,8,Corporate,Collision,SUV
MO,510.70710539999993,Basic,Bachelor,Employed,Rural,64,7,Personal,Collision,Four-Door Car
MO,1722.389108,Basic,High School or Below,Employed,Suburban,107,2,Corporate,Other,SUV
OK,751.6831717,Extended,High School or Below,Employed,Rural,94,3,Special,Hail,Four-Door Car
OK,538.9499465,Extended,College,Employed,Rural,136,1,Personal,Hail,Sports Car
MO,627.5155361000002,Extended,High School or Below,Unemployed,Suburban,90,3,Personal,Other,Four-Door Car
OK,472.2237214,Basic,High School or Below,Unemployed,Suburban,65,3,Personal,Scratch/Dent,Four-Door Car
IA,628.2317743,Premium,Bachelor,Unemployed,Rural,172,1,Corporate,Hail,SUV
MO,798.6191274,Basic,Bachelor,Employed,Urban,100,6,Personal,Hail,SUV
OK,650.3219978,Extended,High School or Below,Employed,Rural,88,4,Corporate,Collision,Four-Door Car
IA,488.1753428,Extended,College,Unemployed,Suburban,135,1,Personal,Hail,SUV
KS,251.459196,Basic,High School or Below,Employed,Rural,65,1,Corporate,Hail,Four-Door Car
NE,795.5442668,Basic,College,Unemployed,Suburban,69,2,Personal,Collision,Four-Door Car
NE,480.921696,Basic,College,Employed,Suburban,61,9,Corporate,Scratch/Dent,Four-Door Car
KS,969.6548818,Extended,College,Employed,Urban,123,3,Personal,Collision,SUV
NE,870.9321889,Extended,College,Unemployed,Suburban,77,2,Personal,Collision,Two-Door Car
OK,285.8452328,Basic,High School or Below,Employed,Rural,71,1,Personal,Scratch/Dent,Four-Door Car
MO,523.3949018999998,Basic,High School or Below,Employed,Urban,65,9,Personal,Hail,Four-Door Car
NE,1349.476017,Extended,College,Unemployed,Suburban,132,2,Personal,Scratch/Dent,SUV
IA,687.0607057999998,Premium,College,Unemployed,Suburban,105,3,Personal,Collision,Four-Door Car
NE,565.272374,Basic,High School or Below,Medical Leave,Urban,74,4,Corporate,Collision,Four-Door Car
NE,234.5262087,Basic,College,Employed,Suburban,61,1,Personal,Collision,Four-Door Car
IA,1968.831898,Basic,Bachelor,Employed,Urban,69,2,Personal,Collision,Four-Door Car
MO,724.7206474999998,Extended,College,Employed,Suburban,92,8,Personal,Collision,Four-Door Car
OK,608.5304177999999,Extended,College,Employed,Suburban,82,8,Corporate,Collision,Four-Door Car
MO,548.0070226,Basic,Doctor,Employed,Rural,69,9,Corporate,Collision,Four-Door Car
NE,687.6309924999998,Extended,Bachelor,Employed,Suburban,86,4,Personal,Hail,Four-Door Car
NE,536.8887708999998,Basic,Doctor,Employed,Suburban,67,6,Personal,Other,Four-Door Car
IA,828.3066677999999,Premium,High School or Below,Employed,Suburban,103,3,Corporate,Collision,Four-Door Car
KS,538.4671725,Basic,Bachelor,Medical Leave,Suburban,72,7,Personal,Collision,Four-Door Car
IA,350.8569533000001,Extended,College,Medical Leave,Suburban,98,1,Personal,Hail,Four-Door Car
MO,842.7172486,Extended,Bachelor,Employed,Suburban,215,1,Personal,Collision,SUV
MO,455.3809528,Basic,College,Employed,Urban,113,1,Personal,Scratch/Dent,SUV
IA,431.8433036,Premium,College,Medical Leave,Suburban,110,1,Personal,Scratch/Dent,Two-Door Car
IA,1409.119449,Basic,Master,Employed,Rural,116,2,Corporate,Collision,SUV
OK,869.3631249,Basic,College,Medical Leave,Suburban,118,9,Personal,Collision,SUV
IA,666.1181552999999,Premium,College,Employed,Rural,166,1,Personal,Hail,SUV
KS,265.4380994,Basic,Master,Employed,Rural,66,1,Personal,Hail,Four-Door Car
OK,573.8277584,Basic,High School or Below,Employed,Urban,71,6,Personal,Other,Four-Door Car
MO,581.5049177999998,Extended,Bachelor,Unemployed,Suburban,80,5,Personal,Collision,Four-Door Car
MO,442.5905071,Basic,High School or Below,Employed,Suburban,110,1,Personal,Scratch/Dent,SUV
NE,257.4020376,Basic,Master,Employed,Rural,65,1,Corporate,Hail,Four-Door Car
MO,283.2513487,Basic,College,Employed,Suburban,72,1,Personal,Hail,Two-Door Car
MO,487.6315707,Basic,High School or Below,Employed,Suburban,62,4,Personal,Collision,Two-Door Car
IA,594.7215835,Basic,College,Employed,Suburban,74,3,Special,Other,Four-Door Car
NE,256.38633450000003,Basic,Bachelor,Unemployed,Rural,69,1,Personal,Other,Four-Door Car
OK,1514.440954,Basic,College,Unemployed,Suburban,62,2,Personal,Scratch/Dent,Two-Door Car
MO,555.8304507,Basic,High School or Below,Employed,Suburban,70,3,Corporate,Collision,Four-Door Car
KS,810.9364607000001,Basic,High School or Below,Employed,Suburban,68,2,Personal,Collision,Four-Door Car
NE,1563.857599,Premium,College,Employed,Urban,102,2,Corporate,Collision,Four-Door Car
IA,833.4317162000001,Basic,High School or Below,Employed,Suburban,69,2,Personal,Collision,Four-Door Car
KS,1041.831143,Extended,High School or Below,Medical Leave,Suburban,91,2,Personal,Collision,Four-Door Car
OK,684.6150322999998,Extended,Bachelor,Unemployed,Suburban,95,5,Corporate,Collision,Two-Door Car
NE,940.3875138,Basic,Master,Employed,Urban,117,3,Personal,Collision,SUV
NE,1698.5496879999996,Extended,Bachelor,Employed,Suburban,212,7,Special,Collision,Sports Car
NE,2110.121422,Basic,College,Employed,Suburban,106,2,Personal,Other,SUV
OK,291.4955295,Basic,Bachelor,Employed,Suburban,74,1,Personal,Collision,Four-Door Car
OK,859.3866533,Basic,Master,Employed,Suburban,105,4,Personal,Collision,SUV
IA,686.1745956,Extended,College,Employed,Urban,87,4,Personal,Scratch/Dent,Two-Door Car
IA,268.09006780000004,Basic,College,Employed,Urban,67,1,Corporate,Collision,Four-Door Car
NE,1579.798978,Basic,Master,Employed,Urban,199,3,Personal,Scratch/Dent,Sports Car
MO,286.3312165,Basic,Master,Employed,Suburban,71,1,Personal,Other,Four-Door Car
KS,3006.169259,Extended,High School or Below,Employed,Suburban,249,2,Personal,Collision,Sports Car
NE,1068.27619,Extended,Master,Employed,Rural,134,4,Personal,Other,SUV
IA,274.690319,Extended,Bachelor,Unemployed,Suburban,84,1,Personal,Other,Four-Door Car
IA,238.89491980000003,Basic,Bachelor,Unemployed,Suburban,65,1,Personal,Collision,Four-Door Car
IA,1377.674135,Basic,High School or Below,Employed,Rural,116,2,Personal,Scratch/Dent,SUV
IA,1726.364048,Basic,Bachelor,Employed,Rural,61,2,Special,Other,Four-Door Car
NE,466.922664,Premium,High School or Below,Employed,Suburban,116,1,Personal,Hail,Two-Door Car
MO,467.3196379,Basic,College,Employed,Suburban,117,1,Corporate,Collision,SUV
NE,434.7591949,Premium,College,Employed,Urban,109,1,Personal,Collision,Two-Door Car
MO,3387.318123,Basic,College,Employed,Urban,105,2,Personal,Collision,SUV
MO,910.0787395,Basic,College,Employed,Suburban,117,3,Corporate,Collision,SUV
MO,635.8251692000001,Extended,High School or Below,Unemployed,Rural,94,4,Personal,Collision,Four-Door Car
IA,262.8468543,Basic,College,Employed,Suburban,66,1,Personal,Scratch/Dent,Four-Door Car
IA,719.3101159,Extended,High School or Below,Employed,Rural,91,4,Personal,Scratch/Dent,Two-Door Car
KS,503.9869278,Extended,Master,Employed,Rural,128,1,Personal,Hail,SUV
OK,396.2825542,Extended,College,Unemployed,Urban,125,1,Personal,Scratch/Dent,SUV
MO,642.5709981000001,Basic,High School or Below,Unemployed,Suburban,181,1,Personal,Collision,Sports Car
IA,1567.269696,Extended,Master,Unemployed,Suburban,139,2,Personal,Collision,SUV
NE,323.7996209,Extended,Master,Employed,Urban,83,1,Personal,Scratch/Dent,Four-Door Car
MO,1299.227561,Basic,High School or Below,Unemployed,Suburban,72,2,Personal,Collision,Four-Door Car
MO,2221.796796,Basic,College,Employed,Suburban,187,2,Personal,Scratch/Dent,Sports Car
OK,493.1258363,Basic,College,Unemployed,Suburban,73,3,Personal,Collision,Four-Door Car
NE,829.6176276000001,Basic,Doctor,Unemployed,Suburban,111,9,Personal,Scratch/Dent,SUV
MO,833.4359986000002,Extended,College,Unemployed,Suburban,136,3,Personal,Scratch/Dent,SUV
MO,534.8071007,Basic,Master,Medical Leave,Suburban,69,9,Personal,Collision,Four-Door Car
NE,239.8740007,Basic,Master,Retired,Suburban,66,1,Personal,Other,Four-Door Car
IA,662.205254,Extended,High School or Below,Employed,Rural,84,3,Personal,Collision,Four-Door Car
NE,415.5946211,Basic,Bachelor,Unemployed,Suburban,62,7,Corporate,Hail,Four-Door Car
NE,843.0059143,Basic,High School or Below,Unemployed,Rural,74,2,Personal,Collision,Four-Door Car
IA,254.5518369,Basic,Bachelor,Employed,Suburban,64,1,Personal,Other,Two-Door Car
MO,500.4583872,Basic,Master,Employed,Urban,63,4,Personal,Collision,Four-Door Car
KS,289.9702858,Basic,College,Employed,Suburban,72,1,Corporate,Collision,Four-Door Car
MO,676.7806751,Extended,High School or Below,Employed,Suburban,86,6,Personal,Hail,Four-Door Car
MO,312.3080994,Basic,Bachelor,Unemployed,Suburban,101,1,Personal,Collision,SUV
IA,818.4691323,Basic,College,Employed,Suburban,68,2,Corporate,Collision,Four-Door Car
MO,763.6279594,Premium,High School or Below,Unemployed,Suburban,111,3,Corporate,Hail,Two-Door Car
IA,922.7567263,Extended,College,Unemployed,Suburban,129,3,Personal,Scratch/Dent,SUV
IA,758.7337272000002,Basic,Bachelor,Unemployed,Suburban,69,2,Personal,Collision,Two-Door Car
NE,219.1133237,Basic,College,Unemployed,Suburban,61,1,Special,Collision,Four-Door Car
OK,500.4135361,Basic,High School or Below,Employed,Rural,64,8,Corporate,Other,Four-Door Car
NE,479.4931261,Extended,Bachelor,Employed,Rural,122,1,Personal,Collision,SUV
MO,2673.006042,Extended,Doctor,Medical Leave,Suburban,240,2,Personal,Scratch/Dent,SUV
